main_key,sub_key,ko,en
choice.act1.random_event.15.ash_eating_jar.avoid_3,result,"일행은 항아리와 사내를 남겨 둔 채 산길로 돌아갔다. 해가 진 뒤 멀리서 수레가 폐허로 들어가는 소리가 들렸지만, 무엇을 싣고 갔는지는 확인할 수 없었다.",
choice.act1.random_event.15.ash_eating_jar.dark_moon_grain_cart.avoid_3,label,목패를 부러뜨리고 더 깊이 관여하지 않는다.,
choice.act1.random_event.15.ash_eating_jar.dark_moon_grain_cart.avoid_3,result,"목패의 열이 식자 수레바퀴 소리도 안개 속으로 멀어졌다. 일행은 아무도 만나지 않은 채 길을 떠났고, 산 아래에서는 한동안 곡식값이 올랐다는 소문이 이어졌다.",
choice.act1.random_event.15.ash_eating_jar.dark_moon_grain_cart.expose_1,label,길목을 막고 숨겨 둔 곡식의 주인을 밝히라고 요구한다.,
choice.act1.random_event.15.ash_eating_jar.dark_moon_grain_cart.expose_1,result,"사내는 화재로 죽은 이들의 몫까지 자신이 차지하려 했고, 호위들에게 입막음을 명령했다. 일행은 재를 뿌리며 달려드는 사병들을 물리치고 곡식을 굶주린 주민들에게 돌려주었다. 수레 밑에서 발견된 비자금 일부는 주민들이 사례로 내어 주었다.",
choice.act1.random_event.15.ash_eating_jar.dark_moon_grain_cart.investigate_2,label,수레를 뒤따라 곡식이 쌓인 은닉 창고를 찾아낸다.,
choice.act1.random_event.15.ash_eating_jar.dark_moon_grain_cart.investigate_2,result,"인적 없는 바위굴에는 수백 자루의 곡식과 화재 희생자들의 물건이 함께 감춰져 있었다. 일행이 관가와 주민들에게 위치를 알리자, 유족들은 불길 속에서도 타지 않은 검은 토제 호부를 감사의 표시로 건넸다.",
choice.act1.random_event.15.ash_eating_jar.direct_intervention_1,label,항아리의 뚜껑을 열어 안에 든 것을 확인한다.,
choice.act1.random_event.15.ash_eating_jar.direct_intervention_1,result,"뚜껑이 열리자 뜨거운 재가 폭풍처럼 쏟아져 일행의 눈과 목을 태웠다. 재 속에서는 불탄 장부 한 장과 반쪽짜리 목패가 떨어졌다. 장부에는 창고 주인이 곡식을 숨기기 위해 빈집에 불을 질렀다는 기록과, 다음 그믐에 남은 곡식을 옮길 산길이 적혀 있었다.",
choice.act1.random_event.15.ash_eating_jar.help_2,label,항아리를 흙으로 봉하고 폐허에 작은 제단을 세운다.,
choice.act1.random_event.15.ash_eating_jar.help_2,result,일행이 흩어진 기왓장에 죽은 이들의 흔적을 모아 놓자 항아리의 기침 소리가 잦아들었다. 검은 재 사이에서 따뜻한 바람이 불어와 일행의 피로와 목의 통증을 씻어 주었다.,
choice.act1.random_event.16.crying_bell_smithy.choice_2,label,망치질 소리에 맞춰 쇠종을 세 번 울린다.,
choice.act1.random_event.16.crying_bell_smithy.choice_2,result,"세 번째 종소리가 울리자 모루 위의 망치가 멈추고, 검댕 묻은 광부들의 그림자가 화덕 주위에 나타났다. 일행이 안전패에 남은 이름을 읽어주자 그림자들은 고개를 숙인 뒤 따뜻한 불빛으로 흩어졌다. 남은 온기가 일행의 굳은 몸과 상처를 풀어 주었다.",
choice.act1.random_event.16.crying_bell_smithy.direct_intervention_1,label,화덕의 불을 끄고 녹고 있는 안전패를 꺼낸다.,
choice.act1.random_event.16.crying_bell_smithy.direct_intervention_1,result,물을 붓자 뜨거운 증기와 쇳물이 튀어 일행이 화상을 입었다. 불길이 가라앉은 뒤 쇳덩이 속에서 여러 안전패의 이름이 겹쳐 새겨진 작은 철부적이 드러났다. 부적에서는 무너지는 돌이 가까울 때 쇠종 같은 떨림이 났다.,
choice.act1.random_event.16.crying_bell_smithy.investigate_3,label,최근 붙인 폐쇄 명령의 주인을 기다린다.,
choice.act1.random_event.16.crying_bell_smithy.investigate_3,result,"밤이 되자 광산 관리자의 사병들이 안전패와 사고 기록을 없애러 돌아왔다. 그들은 일행을 도굴꾼으로 몰아 칼을 뽑았고, 일행은 증거가 든 대장간을 지키기 위해 맞서 싸웠다.",
choice.act1.random_event.17.three_bowls_on_mountain_path.choice_3,label,젖니가 놓인 그릇을 아이 발자국이 향한 곳에 옮겨 둔다.,
choice.act1.random_event.17.three_bowls_on_mountain_path.choice_3,result,새벽이 되자 밥은 사라지고 작은 천 주머니 하나가 놓여 있었다. 안에는 아이들이 길을 잃지 않으려고 모아 둔 반딧불 돌이 들어 있었다. 희미한 빛은 사람이 밟은 오래된 길 위에서만 밝아졌다.,
choice.act1.random_event.17.three_bowls_on_mountain_path.help_1,label,밤이 놓인 밥을 나무 뒤의 사람에게 건넨다.,
choice.act1.random_event.17.three_bowls_on_mountain_path.help_1,result,"나무 뒤에는 아이들을 찾아 산을 헤매다 지친 어머니가 쓰러져 있었다. 일행이 밥을 데워 함께 나누자 숨어 지켜보던 아이 하나가 모습을 드러냈다. 아이는 어머니가 자신을 버린 것이 아니라 산적에게서 도망치게 하려 했음을 알고 품으로 돌아왔고, 일행도 따뜻한 밥으로 기운을 되찾았다.",
choice.act1.random_event.17.three_bowls_on_mountain_path.investigate_2,label,검은 돌이 놓인 그릇을 들고 어른 발자국을 따라간다.,
choice.act1.random_event.17.three_bowls_on_mountain_path.investigate_2,result,"발자국 끝에는 아이를 미끼로 부모의 재물을 빼앗던 산적들이 기다리고 있었다. 검은 돌은 먹이를 가져왔다는 신호였고, 일행이 그릇을 든 채 나타나자 산적들은 새로운 희생자로 여기고 덮쳐왔다.",
choice.act1.random_event.18.reverse_flowing_stream.choice_3,label,빈 요람의 밧줄을 풀어 물에 띄운다.,
choice.act1.random_event.18.reverse_flowing_stream.choice_3,result,"요람이 장치에 걸리자 팽팽했던 밧줄이 끊어져 채찍처럼 휘둘렀다. 일행은 팔과 얼굴에 상처를 입었고, 부서진 요람은 급류에 휩쓸려 사라졌다. 장치의 주인도 소란을 틈타 흔적을 감추었다.",
choice.act1.random_event.18.reverse_flowing_stream.direct_intervention_1,label,요람 밑의 방아쇠를 당겨 물길 장치를 멈춘다.,
choice.act1.random_event.18.reverse_flowing_stream.direct_intervention_1,result,"방아쇠가 풀리자 비탈 위 저수조가 열리며 물이 본래 방향으로 쏟아졌다. 물을 몰래 저장해 팔던 산적 호위들이 둑 위에서 내려와 증거를 없애려 했고, 그중에는 흔적을 지우던 척후와 아이를 미끼로 쓰던 그물잡이도 섞여 있었다. 일행은 급류 곁에서 그들과 맞섰다.",
choice.act1.random_event.18.reverse_flowing_stream.investigate_2,label,거꾸로 흐르는 물을 따라 비탈 위로 올라간다.,
choice.act1.random_event.18.reverse_flowing_stream.investigate_2,result,"개울 끝에는 주민들에게서 걷은 물통과 돈을 감춘 창고가 있었다. 일행이 장부를 공개하자 물장수들은 달아났고, 주민들은 되찾은 돈 가운데 일부를 수고비로 건넸다.",
choice.act1.random_event.19.faceless_woodcarver.expose_2,label,성씨가 새겨진 인형을 가까운 마을에 가져가 공개한다.,
choice.act1.random_event.19.faceless_woodcarver.expose_2,result,"주민들은 처음에는 목각장이의 저주라며 부수려 했지만, 인형 속에서 나온 오래된 아이 명부를 보고 침묵했다. 몇몇 집안은 감춰 온 일을 인정하고 공동 묘를 돌보기로 했다. 명부를 보존한 일행에게는 마을 공동 창고에서 여비가 지급되었다.",
choice.act1.random_event.19.faceless_woodcarver.investigate_1,label,작업대 밑의 널빤지를 들어 올려 소리의 정체를 확인한다.,
choice.act1.random_event.19.faceless_woodcarver.investigate_1,result,"바닥 아래에는 인형을 배달하던 아이가 숨어 있었다. 아이는 목각장이가 집집마다 죄를 고백하게 하려 했지만, 겁먹은 주민들이 자신을 붙잡으려 했다고 말했다. 아이는 아직 얼굴이 새겨지지 않은 인형 하나를 건네며, 보름밤에 산 아래 느티나무로 가져오면 잊힌 이름의 주인을 만날 수 있다고 했다.",
choice.act1.random_event.19.faceless_woodcarver.returned_faces_at_zelkova.avoid_3,label,분노한 후손들에게 인형과 명부를 넘기고 물러난다.,
choice.act1.random_event.19.faceless_woodcarver.returned_faces_at_zelkova.avoid_3,result,"일행이 숲을 벗어날 때 뒤에서 나무 부서지는 소리가 이어졌다. 다음 날 느티나무 아래에는 톱밥만 남았고, 되찾을 수 있었던 이름들도 다시 사람들의 침묵 속으로 사라졌다.",
choice.act1.random_event.19.faceless_woodcarver.returned_faces_at_zelkova.choice_1,label,남은 명부를 읽어 인형마다 잊힌 아이의 이름을 새긴다.,
choice.act1.random_event.19.faceless_woodcarver.returned_faces_at_zelkova.choice_1,result,마지막 이름이 새겨지자 인형들은 작은 나무패로 변해 느티나무 뿌리 곁에 가지런히 놓였다. 목각장이는 이름 하나가 새겨진 조각칼을 일행에게 맡겼다. 조각칼은 지워진 글자 위를 지나면 희미한 획을 다시 드러냈다.,
choice.act1.random_event.19.faceless_woodcarver.returned_faces_at_zelkova.choice_2,label,후손들이 직접 이름을 기억하고 기록하게 한다.,
choice.act1.random_event.19.faceless_woodcarver.returned_faces_at_zelkova.choice_2,result,"밤새 이어진 고백 끝에 주민들은 아이들의 이름을 새 장부와 비석에 옮겼다. 느티나무에서 따뜻한 수액 향이 퍼져 일행의 피로를 덜었고, 목각장이는 더 이상 대신 기억할 필요가 없다며 빈 인형들을 거두었다.",
choice.act1.random_event.19.faceless_woodcarver.seal_or_destroy_3,label,수상한 인형들을 모아 불태운다.,
choice.act1.random_event.19.faceless_woodcarver.seal_or_destroy_3,result,"불이 붙자 얼굴 없는 인형들 사이에서 붉은 천 인형을 든 술사의 기척과 폐신당 원혼의 냉기가 번졌다. 목각장이의 집념은 인형을 매개로 원혼을 불러냈고, 일행은 타오르는 움막에서 빠져나가기 위해 붉은 인형 술사와 이름 잃은 원혼의 그림자를 밀어내야 했다.",
choice.act1.random_event.20.fog_sewing_old_woman.help_1,label,노파의 바느질을 도와 찢어진 안개를 마저 잇는다.,
choice.act1.random_event.20.fog_sewing_old_woman.help_1,result,일행이 천 조각을 건네고 실을 당기자 차가운 안개가 포근한 이불처럼 산길을 덮었다. 노파는 자신이 산속 아이들이 잠든 동안 길을 감추는 사람이라고 털어놓았다. 일을 마친 뒤 내어 준 따뜻한 차와 안개의 온기가 일행의 피로를 풀어 주었다.,
choice.act1.random_event.20.fog_sewing_old_woman.help_3,label,안개 너머의 아이들에게 해치지 않겠다고 말을 건넨다.,
choice.act1.random_event.20.fog_sewing_old_woman.help_3,result,한참 뒤 작은 손 하나가 안개 사이로 나와 흰 실팔찌를 내려놓았다. 노파는 아이들이 어른의 말을 믿은 것은 오랜만이라며 길 한쪽만 잠시 열어 주었다. 실팔찌는 해를 끼칠 뜻으로 다가오는 존재가 가까우면 매듭이 스스로 조여들었다.,
choice.act1.random_event.20.fog_sewing_old_woman.take_or_buy_2,label,이름표가 묶인 실꾸리를 빼앗아 안개를 걷어낸다.,
choice.act1.random_event.20.fog_sewing_old_woman.take_or_buy_2,result,"실이 끊어지자 안개 속에서 아이들을 지키던 짐승 그림자들이 쏟아져 나왔다. 그들은 일행을 아이들의 은신처를 드러내려는 침입자로 여겼고, 노파가 이름표를 다시 모을 때까지 거칠게 길을 막았다.",
choice.act1.random_event.21.breath_between_water_drops.follow_silent_rhythm,label,물방울 사이의 박자를 익힌다,
choice.act1.random_event.21.breath_between_water_drops.follow_silent_rhythm,result,일행은 물소리 사이의 고요에 움직임을 맞췄다.,
choice.act1.random_event.21.breath_between_water_drops.leave_cave_unchanged,label,동굴을 빠져나간다,
choice.act1.random_event.21.breath_between_water_drops.leave_cave_unchanged,result,일행은 물방울 소리를 뒤로하고 동굴을 나섰다.,
choice.act1.random_event.22.sleeping_hawk_watch.keep_night_watch,label,밤을 새워 매의 감각을 살핀다,
choice.act1.random_event.22.sleeping_hawk_watch.keep_night_watch,result,새벽에 매가 눈을 뜨자 일행은 그 시선보다 먼저 움직일 순간을 읽었다.,
choice.act1.random_event.22.sleeping_hawk_watch.leave_hawk_sleeping,label,매를 깨우지 않고 떠난다,
choice.act1.random_event.22.sleeping_hawk_watch.leave_hawk_sleeping,result,일행은 등잔을 가리고 조용히 처마를 벗어났다.,
choice.act1.random_event.23.temple_hundred_eight_steps.carry_stone_to_summit,label,돌을 들고 정상까지 오른다,
choice.act1.random_event.23.temple_hundred_eight_steps.carry_stone_to_summit,result,지친 몸에서도 흐트러지지 않는 호흡을 익혔다.,
choice.act1.random_event.23.temple_hundred_eight_steps.rest_midway,label,중턱의 그늘에서 숨을 고른다,
choice.act1.random_event.23.temple_hundred_eight_steps.rest_midway,result,찬 계단에 기대 숨을 고르자 발걸음이 가벼워졌다.,
choice.act1.random_event.24.herb_scent_empty_barracks.preserve_medicine,label,약을 봉해 돌아올 이들을 위해 남긴다,
choice.act1.random_event.24.herb_scent_empty_barracks.preserve_medicine,result,빈 막사에 누군가 돌아올 자리를 남겼다.,
choice.act1.random_event.24.herb_scent_empty_barracks.share_medicine,label,남은 약을 나눠 마신다,
choice.act1.random_event.24.herb_scent_empty_barracks.share_medicine,result,쓴 약이 오래된 피로를 풀었다.,
choice.act1.random_event.25.hot_spring_beneath_ice.break_ice_for_mineral,label,광물을 노리는 무리를 몰아낸다,
choice.act1.random_event.25.hot_spring_beneath_ice.break_ice_for_mineral,result,일행은 온천 바닥의 푸른 광물을 차지했다.,
choice.act1.random_event.25.hot_spring_beneath_ice.rest_at_ice_edge,label,얼음 가장자리에서 몸을 녹인다,
choice.act1.random_event.25.hot_spring_beneath_ice.rest_at_ice_edge,result,따뜻한 김이 굳은 몸을 풀었다.,
choice.act1.random_event.26.sleepless_waystation.observe_next_routes,label,망루에서 다음 길을 살핀다,
choice.act1.random_event.26.sleepless_waystation.observe_next_routes,result,밤새 오간 불빛으로 두 길의 성격을 읽었다.,
choice.act1.random_event.26.sleepless_waystation.rest_by_cold_brazier,label,찬 화로 곁에서 깊이 쉰다,
choice.act1.random_event.26.sleepless_waystation.rest_by_cold_brazier,result,깊은 잠 뒤 몸이 가벼워졌다.,
choice.act1.random_event.27.paper_armor_bandits.attack_before_spoils_sink,label,전리품이 잠기기 전에 즉시 덮친다,
choice.act1.random_event.27.paper_armor_bandits.attack_before_spoils_sink,result,일행은 빗속에서도 진형을 갖춘 도적들을 밀어내고 진흙에 잠기기 전 전리품 자루를 건졌다. 쓸 수 있는 물건을 추려 내자 Gold 50만큼의 값어치가 남았다.,
choice.act1.random_event.27.paper_armor_bandits.wait_for_paper_armor_to_soak,label,비가 종이갑옷을 더 적실 때까지 기다린다,
choice.act1.random_event.27.paper_armor_bandits.wait_for_paper_armor_to_soak,result,"종이갑옷이 빗물에 들러붙자 도적들의 움직임은 눈에 띄게 둔해졌다. 일행은 큰 피해 없이 그들을 몰아냈지만, 전리품 자루는 진흙물에 젖어 건질 것이 남지 않았다.",
choice.act1.random_event.28.rockfall_scouts.ambush_signal_scouts,label,신호거울이 돌아가기 전에 정찰대를 기습한다,
choice.act1.random_event.28.rockfall_scouts.ambush_signal_scouts,result,정찰대를 물리치고 가장 짧은 길을 확정했다.,
choice.act1.random_event.28.rockfall_scouts.endure_rockfall_detour,label,낙석을 견디며 긴 우회로로 내려간다,
choice.act1.random_event.28.rockfall_scouts.endure_rockfall_detour,result,상처를 감수하고 긴 우회로를 확정했다.,
choice.act1.random_event.29.chain_bridge_tollkeepers.fight_tollkeepers,label,통행세를 거부하고 징수대를 돌파한다,
choice.act1.random_event.29.chain_bridge_tollkeepers.fight_tollkeepers,result,징수대를 물리치고 Gold를 지킨 채 통과했다.,
choice.act1.random_event.29.chain_bridge_tollkeepers.pay_private_toll,label,Gold 50을 지불하고 안전하게 통과한다,
choice.act1.random_event.29.chain_bridge_tollkeepers.pay_private_toll,result,통행료를 전액 지불하고 다리를 건넜다.,
choice.act1.random_event.30.night_beacon_intruders.extinguish_false_beacon,label,봉수대에 올라 거짓 봉화를 막는다,
choice.act1.random_event.30.night_beacon_intruders.extinguish_false_beacon,result,침입자들이 물러나자 일행은 화구의 불씨를 흩어 거짓 봉화를 막았다. 타다 남은 명령서에는 산 아래와 이어진 낯선 표식이 남아 있었다.,
choice.act1.random_event.30.night_beacon_intruders.watch_false_beacon_from_hiding,label,숨어서 봉화를 올리는 자들을 지켜본다,
choice.act1.random_event.30.night_beacon_intruders.watch_false_beacon_from_hiding,result,"거짓 봉화가 산줄기 너머로 번졌다. 일행은 불빛 아래 오간 손짓과 명령서의 표식을 기억했지만, 주변 길에는 이미 경계의 기척이 퍼지고 있었다.",
choice.act1.random_event.31.wounded_mountain_tiger_domain.defeat_poachers,label,밀렵꾼을 막아 산군의 길을 연다,
choice.act1.random_event.31.wounded_mountain_tiger_domain.defeat_poachers,result,마지막 밀렵꾼이 물러나자 산군은 한동안 일행을 바라보다 숲 깊은 곳으로 사라졌다. 부러진 사냥창 곁에는 그들이 쓰던 독주머니 하나만 남았다.,
choice.act1.random_event.31.wounded_mountain_tiger_domain.drive_tiger_away,label,불과 소리로 산군을 영역 밖으로 몰아낸다,
choice.act1.random_event.31.wounded_mountain_tiger_domain.drive_tiger_away,result,"횃불 연기와 쇳소리가 이어지자 산군은 상처 난 다리를 끌며 능선 너머로 물러났다. 길은 조용해졌지만, 숲에는 밀렵꾼의 올가미와 비어 버린 영역만 남았다.",
choice.act1.random_event.32.hidden_ledger_salt_cart.return_ledger_to_workers,label,장부를 노동자들에게 돌려준다,
choice.act1.random_event.32.hidden_ledger_salt_cart.return_ledger_to_workers,result,Gold 25와 장부 반환 기록이 함께 남았다.,
choice.act1.random_event.32.hidden_ledger_salt_cart.sell_ledger_to_collector,label,장부를 징수책에게 판매한다,
choice.act1.random_event.32.hidden_ledger_salt_cart.sell_ledger_to_collector,result,Gold 50과 장부 매각 기록이 함께 남았다.,
choice.act1.random_event.33.false_mountain_rite_offering_box.expose_false_rite,label,숨은 장치를 끊고 가짜 산신제를 폭로한다,
choice.act1.random_event.33.false_mountain_rite_offering_box.expose_false_rite,result,사기 집단을 물리치고 Gold 50을 회수했다.,
choice.act1.random_event.33.false_mountain_rite_offering_box.leave_false_rite_alone,label,제상과 헌금함을 건드리지 않고 떠난다,
choice.act1.random_event.33.false_mountain_rite_offering_box.leave_false_rite_alone,result,아무것도 바꾸지 않고 떠났다.,
choice.act1.random_event.33.false_mountain_rite_offering_box.sell_rite_ledger_quietly,label,장부만 빼내 뒷거래상에게 넘긴다,
choice.act1.random_event.33.false_mountain_rite_offering_box.sell_rite_ledger_quietly,result,Gold 25를 받고 장부를 넘겼다.,
choice.act1.random_event.34.half_vein_map.destroy_false_map,label,지도를 폐기한다,
choice.act1.random_event.34.half_vein_map.destroy_false_map,result,지도를 없애고 떠났다.,
choice.act1.random_event.34.half_vein_map.followup.unstable_vein.extract_ore,label,상처를 감수하고 광석을 끌어낸다,
choice.act1.random_event.34.half_vein_map.followup.unstable_vein.extract_ore,result,최대 HP 10%를 감수하고 Gold 75를 얻었다.,
choice.act1.random_event.34.half_vein_map.followup.unstable_vein.retreat_empty_handed,label,빈손으로 물러난다,
choice.act1.random_event.34.half_vein_map.followup.unstable_vein.retreat_empty_handed,result,광맥을 포기하고 안전하게 돌아왔다.,
choice.act1.random_event.34.half_vein_map.follow_unstable_vein,label,위험한 암맥을 따른다,
choice.act1.random_event.34.half_vein_map.follow_unstable_vein,result,불안정한 암맥 안으로 들어갔다.,
choice.act1.random_event.34.half_vein_map.sell_half_map,label,지도를 지금 판다,
choice.act1.random_event.34.half_vein_map.sell_half_map,result,지도를 넘기고 Gold 25를 받았다.,
choice.act1.random_event.35.ownerless_wage_sack.keep_all_wages,label,품삯을 모두 가져간다,
choice.act1.random_event.35.ownerless_wage_sack.keep_all_wages,result,Gold 75와 품삯을 취한 기록이 남았다.,
choice.act1.random_event.35.ownerless_wage_sack.return_all_wages,label,품삯을 전부 돌려준다,
choice.act1.random_event.35.ownerless_wage_sack.return_all_wages,result,노동자들이 일행을 돌보고 품삯 반환 기록이 남았다.,
choice.act1.random_event.35.ownerless_wage_sack.take_only_unlisted_share,label,명부에 없는 일부만 취한다,
choice.act1.random_event.35.ownerless_wage_sack.take_only_unlisted_share,result,Gold 25를 얻었다.,
choice.act1.random_event.36.cracked_bronze_mirror.accept_cracked_reflection,label,금 사이로 손을 넣어 거울 조각을 꺼낸다,
choice.act1.random_event.36.cracked_bronze_mirror.accept_cracked_reflection,result,"거울 조각이 손바닥을 파고들자 일행의 상처 위로 단단한 결이 번졌다. 조각은 가시 돋친 갑각처럼 굳어, 앞으로 받을 충격 일부를 되돌릴 힘이 되었다.",
choice.act1.random_event.36.cracked_bronze_mirror.break_false_reflection,label,거울을 천으로 감싸 깨뜨린다,
choice.act1.random_event.36.cracked_bronze_mirror.break_false_reflection,result,"일행이 거울을 천으로 감싸 깨뜨리자 어긋나 있던 방의 반사가 제자리로 돌아왔다. 조각은 평범한 청동 파편으로 식었고, 빈 사랑방에는 더는 낯선 움직임이 비치지 않았다.",
choice.act1.random_event.37.nameless_long_sword_in_rain.draw_nameless_sword,label,장도를 뽑아 수호령의 시험을 받는다,
choice.act1.random_event.37.nameless_long_sword_in_rain.draw_nameless_sword,result,"수호령이 젖은 흙으로 무너지자 장도는 다시 칼집 안에서 잠잠해졌다. 손잡이에 묶인 잿빛 목걸이만 따뜻한 불씨를 머금었고, 일행은 시험의 대가로 그것을 거두었다.",
choice.act1.random_event.37.nameless_long_sword_in_rain.trace_sword_owner_name,label,장도를 건드리지 않고 주인의 흔적을 찾는다,
choice.act1.random_event.37.nameless_long_sword_in_rain.trace_sword_owner_name,result,돌담 아래의 군번 조각과 칼집 안쪽 흔적을 맞추자 지워졌던 이름이 드러났다. 일행은 장도를 무덤 표식 곁에 돌려놓고 그 이름을 빗물에 씻기지 않도록 새겼다. 젖은 흙의 수호령은 끝내 일어나지 않았다.,
choice.act1.random_event.38.three_cups_of_moonlight.combine_three_cups,label,세 잔의 달빛을 한데 굳힌다,
choice.act1.random_event.38.three_cups_of_moonlight.combine_three_cups,result,"세 잔의 빛이 맞부딪히며 가느다란 서리가 맺혔다. 달빛은 차가운 못 하나로 굳었고, 정자에는 빈 돌잔만 남았다.",
choice.act1.random_event.38.three_cups_of_moonlight.drink_one_cup,label,따뜻한 잔 하나를 나누어 마신다,
choice.act1.random_event.38.three_cups_of_moonlight.drink_one_cup,result,따뜻한 달빛이 목을 타고 내려가자 굳었던 숨이 풀렸다. 돌잔의 빛은 사라졌지만 일행의 상처에는 은은한 온기가 남았다.,
choice.act1.random_event.39.self_knotting_rope.keep_blunt_gear,label,도르래 핵을 떼어 유물로 보존한다,
choice.act1.random_event.39.self_knotting_rope.keep_blunt_gear,result,"도르래 핵을 떼어 내자 노끈의 매듭이 천천히 풀렸다. 이가 닳은 톱니는 손안에서도 짧게 떨며 바깥으로 미는 힘을 남겼고, 끊어진 다리는 그대로였다.",
choice.act1.random_event.39.self_knotting_rope.spend_blunt_gear_on_shortcut,label,도르래 핵과 노끈으로 끊어진 다리를 잇는다,
choice.act1.random_event.39.self_knotting_rope.spend_blunt_gear_on_shortcut,result,"무딘 톱니가 돌아가자 노끈은 끊어진 널판을 차례로 끌어당겨 단단한 매듭을 만들었다. 일행이 건넌 뒤 톱니와 줄은 다리 한가운데 고정되어, 가져갈 유물은 남지 않았다.",
choice.act1.random_event.40.jihan_empty_medicine_folio.restore_erased_prescription,label,지한과 함께 지워진 처방을 복원한다,
choice.act1.random_event.40.jihan_empty_medicine_folio.restore_erased_prescription,result,"지한은 약향과 번진 획을 하나씩 짚어 가며 마지막 처방을 다시 적었다. 당장의 상처는 그대로였지만, 잊혔던 치료법과 그가 지키려 했던 이름 하나가 약첩에 돌아왔다.",
choice.act1.random_event.40.jihan_empty_medicine_folio.use_remaining_medicine,label,남은 약재로 일행을 치료한다,
choice.act1.random_event.40.jihan_empty_medicine_folio.use_remaining_medicine,result,지한이 남은 약재를 달여 상처를 씻자 일행의 거친 숨이 가라앉았다. 마지막 약재가 사라진 약첩에는 번진 처방과 빈자리만 남았다.,
choice.act1.random_event.41.yujin_broken_arrow_fletching.follow_false_shot_trail,label,유진과 함께 위장 사격 흔적을 거슬러 간다,
choice.act1.random_event.41.yujin_broken_arrow_fletching.follow_false_shot_trail,result,"유진은 비튼 화살깃이 가리킨 길을 거꾸로 짚어 매복대의 옆을 잡았다. 적들이 물러난 뒤 그는 부러진 화살을 흙에 꽂아, 다시는 같은 유도선이 쓰이지 않게 표시했다.",
choice.act1.random_event.41.yujin_broken_arrow_fletching.repair_fletching_and_withdraw,label,화살깃을 바로잡고 위험한 길을 표시한다,
choice.act1.random_event.41.yujin_broken_arrow_fletching.repair_fletching_and_withdraw,result,"유진은 비틀린 깃을 곧게 펴고 화살대에 위험한 길을 알리는 매듭을 묶었다. 매복대는 그대로 남았지만, 적어도 같은 표식을 따라 들어갈 사람은 줄어들 터였다.",
choice.act1.random_event.42.twice_ringing_mountain_echo.shout_toward_short_echo,label,짧은 메아리 쪽으로 크게 외친다,
choice.act1.random_event.42.twice_ringing_mountain_echo.shout_toward_short_echo,result,가장 짧은 길을 확정하고 적의 경계 기록을 남겼다.,
choice.act1.random_event.42.twice_ringing_mountain_echo.test_echo_quietly,label,돌을 두드려 메아리를 조용히 시험한다,
choice.act1.random_event.42.twice_ringing_mountain_echo.test_echo_quietly,result,다음 길의 성격이 드러났지만 경로는 열려 있다.,
choice.act1.random_event.43.reverse_growing_moss_marker.follow_reverse_moss,label,이끼가 가리키는 길을 살핀다,
choice.act1.random_event.43.reverse_growing_moss_marker.follow_reverse_moss,result,이끼가 번진 면과 바람의 방향을 맞춰 보자 갈림길마다 남은 기척이 달리 읽혔다. 일행은 다음 길들이 품은 성격을 미리 가늠할 수 있게 되었다.,
choice.act1.random_event.43.reverse_growing_moss_marker.remove_reverse_moss,label,표석의 이끼를 걷어 낸다,
choice.act1.random_event.43.reverse_growing_moss_marker.remove_reverse_moss,result,"이끼 뿌리 아래에서 검게 마른 주머니가 떨어졌다. 일행은 독기를 거두었지만, 훼손된 표석에서는 더는 길의 방향을 읽을 수 없었다.",
choice.act1.random_event.44.buried_tax_stele.publish_altered_tax_record,label,조작된 세금 기록을 마을에 공개한다,
choice.act1.random_event.44.buried_tax_stele.publish_altered_tax_record,result,Gold 25와 이중 징수를 드러낸 기록이 함께 확정되었다.,
choice.act1.random_event.44.buried_tax_stele.sell_rubbing_to_tax_collector,label,탁본을 징수책에게 넘긴다,
choice.act1.random_event.44.buried_tax_stele.sell_rubbing_to_tax_collector,result,Gold 75와 이중 징수 증거를 숨긴 기록이 함께 확정되었다.,
choice.act1.random_event.45.false_wildfire_boundary_stones.leave_boundary_untouched,label,경계석을 그대로 두고 지나간다,
choice.act1.random_event.45.false_wildfire_boundary_stones.leave_boundary_untouched,result,"일행은 새 흙과 오래된 홈을 뒤에 두고 조용히 밭둑을 지나갔다. 옮겨진 경계석은 그대로 남았고, 다음 길도 달라지지 않았다.",
choice.act1.random_event.45.false_wildfire_boundary_stones.restore_original_boundary,label,경계석을 원래 자리로 돌려놓는다,
choice.act1.random_event.45.false_wildfire_boundary_stones.restore_original_boundary,result,"경계석이 오래된 홈에 맞물리자 감춰졌던 밭둑과 샘의 경계가 다시 이어졌다. 빼앗긴 땅의 흔적은 드러났지만, 되찾은 옛길 끝에서는 순찰의 방울 소리가 가까워졌다.",
choice.act1.random_event.46.funeral_without_black_cloth.attend_unmarked_funeral,label,말없이 장례의 끝을 지킨다,
choice.act1.random_event.46.funeral_without_black_cloth.attend_unmarked_funeral,result,"일행이 끝까지 자리를 지키자 낯선 조문객 하나가 흰 끈의 매듭을 고쳐 묶었다. 누구의 장례인지는 말하지 않았지만, 그들은 일행의 얼굴을 기억했다.",
choice.act1.random_event.46.funeral_without_black_cloth.inspect_empty_bier,label,빈 상여 안쪽을 확인한다,
